Nuts,ETER_ID,INST_NAME,REF_YEAR,LEGAL_STAT,FOUND_YEAR,GRAD_ISCED8,R&D_EXP,RES_MOB,COOP_RES,TOT_INC_STUD,TOT_OUT_STUD,INC_STAFF,OUT_STAFF,TOT_ACC_STAFF,FOR_ACC_STAFF,STUD_ENR_I8,TOT_EXP,TOT_REV,CORE_BUDG,TOT_STAFF,TOT_RES,TOT_STUD_ENR
ITI4,IT0141,Accademia nazionale di danza di ROMA,2016,0.0,1940.0,,,0.0,0.0,51.0,54.0,11.0,8.0,,,,0.0,0.0,0.0,0.0,0.0,307.0
ITH3,IT0142,"Conservatorio di ADRIA (RO) ""Antonio Buzzolla""",2016,0.0,1877.0,,,0.0,0.0,3.0,3.0,0.0,3.0,,0.0,,0.0,0.0,0.0,0.0,0.0,224.0
ITC1,IT0143,"Conservatorio di ALESSANDRIA ""Antonio Vivaldi""",2016,0.0,1969.0,,,0.0,0.0,3.0,6.0,0.0,3.0,,0.0,,0.0,0.0,0.0,0.0,0.0,253.0
ITF3,IT0144,"Conservatorio di AVELLINO ""Domenico Cimarosa""",2016,0.0,1971.0,,,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,756.0
ITF4,IT0145,"Conservatorio di BARI ""Niccolò Piccinni""",2016,0.0,1937.0,,,0.0,0.0,10.0,2.0,1.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,832.0
ITF3,IT0146,"Conservatorio di BENEVENTO ""Nicola Sala""",2016,0.0,1988.0,,,0.0,0.0,1.0,3.0,0.0,2.0,,0.0,,0.0,0.0,0.0,0.0,0.0,734.0
ITH5,IT0147,"Conservatorio di BOLOGNA ""Giovan B. Martini""",2016,0.0,1804.0,,,0.0,0.0,23.0,18.0,2.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,548.0
ITH1,IT0148,"Conservatorio di BOLZANO ""Claudio Monteverdi""",2016,0.0,1939.0,,,0.0,0.0,19.0,12.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,303.0
ITC4,IT0149,"Conservatorio di BRESCIA ""Luca Marenzio""",2016,0.0,1971.0,,,0.0,0.0,0.0,6.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,367.0
ITG2,IT0150,"Conservatorio di CAGLIARI ""Pierluigi da Palestrina""",2016,0.0,1939.0,,,0.0,0.0,19.0,20.0,2.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,341.0
ITF2,IT0151,"Conservatorio di CAMPOBASSO ""Lorenzo Perosi""",2016,0.0,1971.0,,,0.0,0.0,3.0,9.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,332.0
ITH3,IT0152,"Conservatorio di CASTELFRANCO VENETO (TV) ""Agostino Steffani""",2016,0.0,1980.0,,,0.0,0.0,10.0,24.0,4.0,3.0,,0.0,,0.0,0.0,0.0,0.0,0.0,246.0
ITH5,IT0153,"Conservatorio di CESENA (FC) ""Bruno Maderna""",2016,0.0,1988.0,,,0.0,0.0,10.0,5.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,188.0
ITC4,IT0154,"Conservatorio di COMO ""Giuseppe Verdi""",2016,0.0,1996.0,,,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,288.0
ITF6,IT0155,"Conservatorio di COSENZA ""Stanislao Giacomantonio""",2016,0.0,1970.0,,,0.0,0.0,35.0,35.0,6.0,21.0,,0.0,,0.0,0.0,0.0,0.0,0.0,351.0
ITC1,IT0156,"Conservatorio di CUNEO ""G.F. Ghedini""",2016,0.0,1995.0,,,0.0,0.0,6.0,9.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,298.0
ITI3,IT0157,"Conservatorio di FERMO ""Giovambattista Pergolesi""",2016,0.0,1988.0,,,0.0,0.0,1.0,2.0,2.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,262.0
ITH5,IT0158,"Conservatorio di FERRARA ""Girolamo Frescobaldi""",2016,0.0,1870.0,,,0.0,0.0,6.0,8.0,0.0,8.0,,0.0,,0.0,0.0,0.0,0.0,0.0,299.0
ITI1,IT0159,"Conservatorio di FIRENZE ""Luigi Cherubini""",2016,0.0,1849.0,,,0.0,0.0,11.0,0.0,4.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,490.0
ITF4,IT0160,"Conservatorio di FOGGIA ""Umberto Giordano""",2016,0.0,1938.0,,,0.0,0.0,4.0,9.0,0.0,4.0,,0.0,,0.0,0.0,0.0,0.0,0.0,320.0
ITI4,IT0161,"Conservatorio di FROSINONE ""Licinio Refice""",2016,0.0,1974.0,,,0.0,0.0,7.0,31.0,0.0,6.0,,0.0,,0.0,0.0,0.0,0.0,0.0,753.0
ITC3,IT0162,"Conservatorio di GENOVA ""Nicolò Paganini""",2016,0.0,1974.0,,,0.0,0.0,3.0,6.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,258.0
ITC3,IT0163,"Conservatorio di LA SPEZIA ""Giacomo Puccini""",2016,0.0,1992.0,,,0.0,0.0,5.0,3.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,174.0
ITF1,IT0164,"Conservatorio di L'AQUILA ""Alfredo Casella""",2016,0.0,1968.0,,,0.0,0.0,7.0,17.0,0.0,6.0,,0.0,,0.0,0.0,0.0,0.0,0.0,493.0
ITI4,IT0165,"Conservatorio di LATINA ""Ottorino Respighi""",2016,0.0,1988.0,,,0.0,0.0,6.0,9.0,0.0,3.0,,0.0,,0.0,0.0,0.0,0.0,0.0,240.0
ITF4,IT0166,"Conservatorio di LECCE ""Tito Schipa""",2016,0.0,1970.0,,,0.0,0.0,8.0,24.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,490.0
ITC4,IT0167,"Conservatorio di MANTOVA ""Lucio Campiani""",2016,0.0,1980.0,,,0.0,0.0,4.0,10.0,2.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,218.0
ITF5,IT0168,"Conservatorio di MATERA ""Egidio R. Duni""",2016,0.0,1981.0,,,0.0,0.0,2.0,3.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,555.0
ITG1,IT0169,"Conservatorio di MESSINA ""Arcangelo Corelli""",2016,0.0,1953.0,,,0.0,0.0,2.0,11.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,377.0
ITC4,IT0170,"Conservatorio di MILANO ""Giuseppe Verdi""",2016,0.0,1807.0,,,0.0,0.0,16.0,29.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,940.0
ITF4,IT0171,"Conservatorio di MONOPOLI (BA) ""Nino Rota""",2016,0.0,1999.0,,,0.0,0.0,12.0,13.0,1.0,5.0,,0.0,,0.0,0.0,0.0,0.0,0.0,352.0
ITF3,IT0172,"Conservatorio di NAPOLI ""S. Pietro a Majella""",2016,0.0,1807.0,,,0.0,0.0,5.0,2.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,867.0
ITC1,IT0173,"Conservatorio di NOVARA ""Guido Cantelli""",2016,0.0,1996.0,,,0.0,0.0,7.0,13.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,284.0
ITH3,IT0174,"Conservatorio di PADOVA ""Cesare Pollini""",2016,0.0,1924.0,,,0.0,0.0,6.0,14.0,0.0,2.0,,0.0,,0.0,0.0,0.0,0.0,0.0,534.0
ITG1,IT0175,"Conservatorio di PALERMO ""Vincenzo Bellini""",2016,0.0,1889.0,,,0.0,0.0,21.0,6.0,2.0,4.0,,0.0,,0.0,0.0,0.0,0.0,0.0,823.0
ITH5,IT0176,"Conservatorio di PARMA ""Arrigo Boito""",2016,0.0,1855.0,,,0.0,0.0,21.0,13.0,2.0,11.0,,,,0.0,0.0,0.0,0.0,0.0,576.0
ITI2,IT0177,"Conservatorio di PERUGIA ""Francesco Morlacchi""",2016,0.0,1942.0,,,0.0,0.0,8.0,4.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,338.0
ITI3,IT0178,"Conservatorio di PESARO ""Gioacchino Rossini""",2016,0.0,1939.0,,,0.0,0.0,3.0,4.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,400.0
ITF1,IT0179,"Conservatorio di PESCARA ""Luisa d’Annunzio""",2016,0.0,1933.0,,,0.0,0.0,1.0,12.0,3.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,541.0
ITH5,IT0180,"Conservatorio di PIACENZA ""Giuseppe Nicolini""",2016,0.0,1933.0,,,0.0,0.0,3.0,2.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,296.0
ITF5,IT0181,"Conservatorio di POTENZA ""Gesualdo da Venosa""",2016,0.0,1970.0,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,204.0
ITF6,IT0182,"Conservatorio di REGGIO CALABRIA ""Francesco Cilea""",2016,0.0,1968.0,,,0.0,0.0,2.0,13.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,295.0
ITI4,IT0183,"Conservatorio di ROMA ""Santa Cecilia""",2016,0.0,1875.0,,,0.0,0.0,32.0,24.0,9.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,1169.0
ITH3,IT0184,"Conservatorio di ROVIGO ""Francesco Venezze""",2016,0.0,1943.0,,,0.0,0.0,5.0,11.0,0.0,3.0,,0.0,,0.0,0.0,0.0,0.0,0.0,450.0
ITF3,IT0185,"Conservatorio di SALERNO ""G. Martucci""",2016,0.0,1953.0,,,0.0,0.0,17.0,25.0,0.0,4.0,,0.0,,0.0,0.0,0.0,0.0,0.0,997.0
ITG2,IT0186,"Conservatorio di SASSARI ""Luigi Canepa""",2016,0.0,1962.0,,,0.0,0.0,8.0,7.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,229.0
ITC1,IT0187,"Conservatorio di TORINO ""Giuseppe Verdi""",2016,0.0,1936.0,,,0.0,0.0,5.0,5.0,1.0,2.0,,0.0,,0.0,0.0,0.0,0.0,0.0,539.0
ITG1,IT0188,"Conservatorio di TRAPANI ""Antonio Scontrino""",2016,0.0,2000.0,,,0.0,0.0,6.0,4.0,0.0,8.0,,,,0.0,0.0,0.0,0.0,0.0,310.0
ITH2,IT0189,"Conservatorio di TRENTO ""Francesco A. Bonporti""",2016,0.0,1980.0,,,0.0,0.0,14.0,12.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,338.0
ITH4,IT0190,"Conservatorio di TRIESTE ""Giuseppe Tartini""",2016,0.0,1932.0,,,0.0,0.0,19.0,53.0,1.0,3.0,,,,0.0,0.0,0.0,0.0,0.0,376.0
ITH4,IT0191,"Conservatorio di UDINE ""Jacopo Tomadini""",2016,0.0,1925.0,,,0.0,0.0,7.0,23.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,280.0
ITH3,IT0192,"Conservatorio di VENEZIA ""Benedetto Marcello"" - palazzo pisani",2016,0.0,1940.0,,,0.0,0.0,14.0,9.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,316.0
ITH3,IT0193,"Conservatorio di VERONA ""E. F. dall’Abaco""",2016,0.0,1968.0,,,0.0,0.0,12.0,17.0,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,309.0
ITF6,IT0194,"Conservatorio di VIBO VALENTIA ""Fausto Torrefranca""",2016,0.0,1970.0,,,0.0,0.0,1.0,5.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,845.0
ITH3,IT0195,"Conservatorio di VICENZA ""Arrigo Pedrollo""",2016,0.0,1979.0,,,0.0,0.0,2.0,9.0,0.0,3.0,,,,0.0,0.0,0.0,0.0,0.0,442.0
ITC2,IT0197,Istituto Superiore di Studi Musicali di AOSTA della Valle d'Aosta ,2016,1.0,1999.0,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,74.0
ITC4,IT0198,"Istituto Superiore di Studi Musicali di BERGAMO ""Gaetano Donizetti"" ",2016,1.0,1958.0,,,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,135.0
ITG1,IT0199,"Istituto Superiore di Studi Musicali di CALTANISSETTA ""Vincenzo Bellini"" ",2016,1.0,1979.0,,,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,230.0
ITG1,IT0202,"Istituto Superiore di Studi Musicali di CATANIA ""Vincenzo Bellini"" ",2016,1.0,1996.0,,,0.0,0.0,6.0,9.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,515.0
ITC4,IT0203,"Istituto Superiore di Studi Musicali di CREMONA ""Claudio Monteverdi"" ",2016,1.0,2003.0,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,51.0
ITC4,IT0204,"Istituto Superiore di Studi Musicali di GALLARATE (VA) ""Giacomo Puccini"" ",2016,1.0,1984.0,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,27.0
ITI1,IT0205,"Istituto Superiore di Studi Musicali di LIVORNO ""Pietro Mascagni"" ",2016,1.0,1978.0,,,0.0,0.0,2.0,8.0,0.0,3.0,,0.0,,0.0,0.0,0.0,0.0,0.0,194.0
ITI1,IT0206,"Istituto Superiore di Studi Musicali di LUCCA ""Luigi Boccherini"" ",2016,1.0,1924.0,,,0.0,0.0,3.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,192.0
ITF6,IT0208,"Istituto Superiore di Studi Musicali di NOCERA TERINESE (CZ) ""P.I. Tchaikovsky"" ",2016,1.0,2001.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,345.0
ITC4,IT0209,"Istituto Superiore di Studi Musicali di PAVIA ""Franco Vittadini"" ",2016,1.0,1867.0,,,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,183.0
ITH5,IT0210,"Istituto Superiore di Studi Musicali di RAVENNA ""Giuseppe Verdi"" ",2016,1.0,1976.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,43.0
ITH5,IT0212,"Istituto Superiore di Studi Musicali di RIMINI ""G. Lettimi"" ",2016,1.0,1930.0,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,45.0
ITI1,IT0213,"Istituto Superiore di Studi Musicali di SIENA ""Rinaldo Franci"" ",2016,1.0,1985.0,,,0.0,0.0,2.0,3.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,100.0
ITF4,IT0214,"Istituto Superiore di Studi Musicali di TARANTO ""Giovanni Paisiello"" ",2016,1.0,1927.0,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,175.0
ITF1,IT0215,"Conservatorio di TERAMO ""Gaetano Braga"" ",2016,0.0,1939.0,,,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,128.0
ITI2,IT0216,"Istituto Superiore di Studi Musicali di TERNI ""Giulio Briccialdi"" ",2016,1.0,1995.0,,,0.0,0.0,1.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,130.0
ITH5,IT0217,Istituto Superiore per le Industrie Artistiche (ISIA) di FAENZA (RA),2016,0.0,1980.0,,,0.0,0.0,21.0,13.0,2.0,3.0,,0.0,,0.0,0.0,0.0,0.0,0.0,100.0
ITI1,IT0218,Istituto Superiore per le Industrie Artistiche (ISIA) di FIRENZE,2016,0.0,1975.0,,,0.0,0.0,2.0,11.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,185.0
ITI4,IT0219,Istituto Superiore per le Industrie Artistiche (ISIA) di ROMA,2016,0.0,1973.0,,,0.0,0.0,9.0,11.0,2.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,441.0
ITI3,IT0220,Istituto Superiore per le Industrie Artistiche (ISIA) di URBINO (PU),2016,0.0,1974.0,,,0.0,0.0,8.0,13.0,0.0,0.0,,5.0,,0.0,0.0,0.0,0.0,0.0,217.0
ITI4,IT0244,LINK CAMPUS University,2016,1.0,1999.0,,,0.0,0.0,10.0,13.0,1.0,0.0,,9.0,,0.0,0.0,0.0,0.0,0.0,1860.0
ITH5,IT0245,"Istituto Superiore di Studi Musicali di MODENA e CARPI ""Orazio Vecchi - Antonio Tonelli"" ",2016,1.0,2006.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,147.0
ITH5,IT0246,"Istituto Superiore di Studi Musicali di REGGIO EMILIA e CASTELNOVO NE' MONTI ""Achille Peri e Merulo"" ",2016,1.0,1926.0,,,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,125.0
ITG1,IT0247,"Istituto Superiore di Studi Musicali di RIBERA (AG) ""Arturo Toscanini"" ",2016,1.0,2003.0,,,0.0,0.0,2.0,3.0,0.0,3.0,,0.0,,0.0,0.0,0.0,0.0,0.0,96.0
ITC4,IT0248,Humanitas University,2016,1.0,2014.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,,23.0,0.0,0.0,0.0,26.0,1.0,635.0
ITF1,IT0249,Gran Sasso Science Institute,2016,0.0,2016.0,0.0,,0.0,0.0,,,,,,,42.0,0.0,0.0,0.0,0.0,1.0,42.0
LI00,LI0001,Universität Liechtenstein,2016,2.0,1992.0,5.0,,0.0,0.0,39.0,47.0,7.0,21.0,64.4,107.0,35.0,19931986.387818746,2341160.557695836,14259083.43423225,205.9,1.0,654.0
LT01,LT0001,Vilniaus universitetas,2016,0.0,1579.0,105.0,39742000.0,3.0,0.0,645.0,1103.0,65.0,129.0,,,839.0,86033100.0,52131220.0,33805110.0,0.0,1.0,18622.0
LT01,LT0002,Vilniaus Gedimino technikos universitetas,2016,0.0,1956.0,21.0,10740000.0,0.0,0.0,526.0,691.0,36.0,84.0,709.0,4.0,205.0,36131400.0,16703200.0,19675100.000000004,2393.0,1.0,10426.0
LT01,LT0003,Lietuvos edukologijos universitetas,2016,0.0,1935.0,5.0,4431000.0,0.0,0.0,114.0,124.0,16.0,26.0,215.0,7.0,40.0,12635800.0,8285700.0,3891400.0,849.0,1.0,3564.0
LT01,LT0004,Vilniaus dailes akademija,2016,0.0,1941.0,0.0,1927000.0,0.0,0.0,74.0,79.0,16.0,24.0,224.0,,42.0,9735500.000000002,3610600.0,5991300.000000001,848.0,1.0,1662.0
LT01,LT0005,Lietuvos muzikos ir teatro akademija,2016,0.0,1992.0,15.0,863000.0,0.0,0.0,82.0,66.0,8.0,6.0,287.0,,34.0,6847000.0,1744000.0,5155000.0,920.0,1.0,886.0
LT01,LT0006,Mykolo Romerio universitetas,2016,0.0,1990.0,12.0,3786000.0,0.0,0.0,297.0,341.0,38.0,34.0,323.0,7.0,170.0,14355600.0,9969300.0,4752600.0,1071.0,1.0,9745.0
LT01,LT0007,Generolo Jono Žemaicio Lietuvos karo akademija,2016,0.0,1919.0,,,0.0,0.0,18.0,17.0,2.0,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
LT02,LT0008,Kauno technologijos universitetas,2016,0.0,1922.0,41.0,21201000.0,0.0,1.0,336.0,514.0,38.0,117.0,879.0,19.0,324.0,52222700.0,27211000.0,25012000.0,2877.0,2.0,10229.0
LT02,LT0009,Vytauto Didžiojo universitetas,2016,0.0,1922.0,33.0,8377000.0,0.0,0.0,231.0,437.0,33.0,89.0,405.0,29.0,202.0,22209810.0,12660530.0,10831100.0,1572.0,1.0,6921.0
LT02,LT0012,Aleksandro Stulginskio universitetas,2016,0.0,1924.0,6.0,5118000.0,0.0,0.0,70.0,96.0,6.0,26.0,276.0,,96.0,13297300.0,7721700.0,7127200.0,1108.0,1.0,4540.0
LT02,LT0013,Lietuvos sporto universitetas,2016,0.0,1945.0,,1687000.0,0.0,0.0,,,,,95.0,,49.0,6382200.0,4208800.0,2284800.0,347.0,1.0,1858.0
LT02,LT0014,Klaipedos universitetas,2016,0.0,1991.0,9.0,7712000.0,0.0,0.0,139.0,139.0,15.0,34.0,364.0,11.0,86.0,18101100.0,11814800.0,6789999.999999999,1348.0,1.0,3909.0
LT02,LT0015,Šiauliu universitetas,2016,0.0,1997.0,,2402000.0,0.0,0.0,63.0,113.0,18.0,11.0,241.0,,39.0,7803100.0,6616800.0,3380400.0000000014,862.0,1.0,2462.0
LT01,LT0016,Viešoji istaiga Vilniaus universiteto Tarptautinio verslo mokykla,2016,1.0,2000.0,,,0.0,0.0,33.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
LT01,LT0017,"Kazimieras Simonavicius University, UAB",2016,1.0,2003.0,0.0,30000.0,0.0,0.0,65.0,20.0,20.0,12.0,47.0,0.0,0.0,1128900.0,1017850.0,125740.0,126.0,1.0,552.0
LT01,LT0018,"ISM Vadybos ir ekonomikos universitetas, UAB",2016,1.0,1999.0,,723000.0,0.0,0.0,,,,,67.0,6.0,32.0,5740640.0,4450760.0,1261400.0,223.0,1.0,1633.0
LT02,LT0019,Viešoji istaiga LCC Tarptautinis universitetas,2016,1.0,1991.0,0.0,,0.0,0.0,20.0,24.0,1.0,5.0,52.0,38.0,0.0,0.0,0.0,0.0,217.0,1.0,477.0
LT01,LT0020,Vilniaus kolegija,2016,0.0,2000.0,,439000.0,0.0,0.0,88.0,241.0,10.0,38.0,348.0,,,13127700.0,3261000.0,10127200.000000002,1216.0,1.0,6731.0
LT01,LT0021,Vilniaus technologiju ir dizaino kolegija,2016,0.0,2008.0,,,0.0,0.0,55.0,97.0,11.0,15.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
LT02,LT0022,Kauno kolegija,2016,0.0,2000.0,,487000.0,0.0,0.0,142.0,328.0,34.0,41.0,333.0,,,12170490.0,3581750.0,8703750.000000002,1032.0,1.0,6853.0
LT02,LT0023,Kauno technikos kolegija,2016,0.0,2002.0,,43000.0,0.0,0.0,14.0,53.0,1.0,8.0,81.0,0.0,,2482530.0,577120.0,1782950.0,241.0,1.0,1568.0
LT02,LT0024,Kauno mišku ir aplinkos inžinerijos kolegija,2016,0.0,2002.0,,322000.0,0.0,0.0,5.0,31.0,0.0,1.0,39.0,0.0,,1832320.0,640460.0,1156390.0,111.0,1.0,971.0
LT02,LT0025,Klaipedos valstybine kolegija,2016,0.0,2009.0,,1091000.0,0.0,0.0,94.0,116.0,41.0,19.0,173.0,0.0,,5498790.0,3011330.0,2697930.0000000005,514.0,1.0,3215.0
LT02,LT0026,Lietuvos aukštoji jureivystes mokykla,2016,0.0,2001.0,,8000.0,0.0,0.0,36.0,35.0,6.0,8.0,50.0,0.0,,3498300.0,835400.0,2714400.0,179.0,1.0,1384.0
LT02,LT0027,Alytaus kolegija,2016,0.0,2000.0,,,0.0,0.0,9.0,19.0,6.0,10.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
LT02,LT0028,Panevežio kolegija,2016,0.0,2002.0,,73000.0,0.0,0.0,29.0,54.0,7.0,10.0,90.0,0.0,,3000830.0,813580.0,1761100.0,222.0,1.0,1425.0
LT02,LT0029,Šiauliu valstybine kolegija,2016,0.0,2002.0,,362000.0,0.0,0.0,35.0,121.0,11.0,9.0,112.0,0.0,,3434510.0,1738070.0,1903680.0,355.0,1.0,2332.0
LT02,LT0030,Marijampoles kolegija,2016,0.0,2001.0,,7000.0,0.0,0.0,0.0,10.0,0.0,12.0,46.0,,,1918800.0,502880.0,1358040.0,153.0,1.0,811.0
LT02,LT0031,Utenos kolegija,2016,0.0,2000.0,,4000.0,0.0,0.0,107.0,66.0,24.0,13.0,94.0,,,3105700.0,1256800.0,1376000.0,267.0,1.0,1843.0
LT02,LT0032,Žemaitijos kolegija,2016,0.0,2002.0,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
LT01,LT0033,"Tarptautine teises ir verslo aukštoji mokykla, UAB",2016,1.0,2001.0,,287000.0,0.0,0.0,37.0,29.0,10.0,3.0,33.0,0.0,,1252000.0,1414000.0,0.0,86.0,1.0,797.0
LT01,LT0034,Viešoji istaiga Vilniaus verslo kolegija,2016,1.0,2001.0,,,0.0,0.0,5.0,15.0,0.0,3.0,33.0,0.0,,0.0,0.0,0.0,80.0,1.0,529.0
LT01,LT0035,"Vilniaus kooperacijos kolegija, VšI",2016,1.0,2000.0,,2000.0,0.0,0.0,18.0,5.0,5.0,4.0,28.0,,,955860.0,410080.0,599730.0,87.0,1.0,445.0
LT02,LT0036,Viešoji istaiga Kolpingo kolegija,2016,1.0,2001.0,,63000.0,0.0,0.0,8.0,6.0,1.0,1.0,18.0,0.0,,370930.0,314450.0000000001,60710.0,44.0,1.0,269.0
LT02,LT0038,Viešoji istaiga Socialiniu mokslu kolegija,2016,1.0,2001.0,,25000.0,0.0,0.0,53.0,55.0,8.0,13.0,73.0,5.0,,2941000.0,3221000.0,331000.0,206.0,1.0,2331.0
LT01,LT0042,"Viešoji istaiga ""Europos Humanitarinis Universitetas""",2016,1.0,2006.0,,,0.0,0.0,20.0,38.0,1.0,9.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
LT01,LT0043,Vilniaus dizaino kolegija,2016,1.0,1997.0,,,0.0,0.0,33.0,31.0,3.0,6.0,73.0,,,0.0,0.0,0.0,176.0,1.0,529.0
LT02,LT0044,V.A. Graiciuno aukštoji vadybos mokykla,2016,1.0,1993.0,,,0.0,0.0,0.0,3.0,0.0,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
LT02,LT0045,Viešoji istaiga Šiaures Lietuvos kolegija,2016,1.0,2001.0,,,0.0,0.0,9.0,8.0,1.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
LT02,LT0046,Viešoji istaiga Lietuvos verslo kolegija,2016,1.0,1994.0,,,0.0,0.0,18.0,23.0,9.0,10.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
LT02,LT0047,Lietuvos sveikatos mokslu universitetas,2016,0.0,2010.0,32.0,12245000.0,0.0,0.0,102.0,234.0,26.0,33.0,918.0,0.0,261.0,49028390.00000001,29459820.0,21089160.0,3255.0,1.0,6919.0
LT01,LT0048,"Balstoges universiteto filialas ""Ekonomikos-informatikos fakultetas""",2016,1.0,2007.0,,12000.0,0.0,0.0,,,,,22.0,4.0,,711600.0,711600.0,0.0,66.0,1.0,405.0
LT02,LT0049,Šv. Ignaco Lojolos kolegija ,2016,1.0,2010.0,,,0.0,0.0,4.0,9.0,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
LU00,LU0001,Université du Luxembourg,2016,0.0,2003.0,,21849123.59,2.0,0.0,171.0,475.0,39.0,29.0,1176.5,,603.0,202659965.31,8701479.4,162571307.04000002,2838.680000000001,1.0,5137.0
LU00,LU0002,LUNEX University,2016,1.0,2014.0,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0
LV00,LV0001,Latvijas Universitate,2016,0.0,1919.0,94.0,14610199.0,0.0,0.0,503.0,301.0,53.0,16.0,,,693.0,53087651.0,21695713.0,0.0,328.0,1.0,12750.0
LV00,LV0002,Rigas Tehniska universitate,2016,0.0,1958.0,39.0,8850251.0,0.0,0.0,370.0,260.0,58.0,69.0,,,588.0,44457491.0,9287284.0,0.0,296.0,1.0,14997.0
LV00,LV0003,Rigas Stradina universitate,2016,0.0,1950.0,17.0,4529128.0,0.0,0.0,103.0,92.0,21.0,44.0,,,214.0,46765177.0,21750235.0,0.0,118.0,1.0,8238.0
