ETER ID,Institution Name,Reference year,Country Code,Legal status,Institution Category standardized,Total staff (FTE),Total academic staff (FTE),Total students enrolled ISCED 5-7,R1,R2,Flag R1,Flag R2,Total academic staff (HC),Total staff (HC),R1a,R2a,Flag R1a,Flag R2a
BG0014,Технически университет - Габрово,2016,BG,public,uas,,,,,,0,0,,,,,0,0
BG0015,Висше училище по мениджмънт,2016,BG,private,other,89.49,54.99,382.0,6.946717585015457,0.6144820650351995,0,0,38.0,,10.052631578947368,,0,0
BG0016,Медицински университет - Плевен,2016,BG,public,uas,628.65,395.65,2179.0,5.507392897763175,0.6293645112542751,0,0,87.0,,25.04597701149425,,0,0
BG0017,"Пловдивски университет ""Паисий Хилендарски""",2016,BG,public,uas,1168.35,842.35,16545.0,19.64147919510892,0.7209740231951043,0,0,61.0,,271.2295081967213,,0,0
BG0018,Университетът по хранителни технологии,2016,BG,public,uas,,,,,,0,0,692.0,,,,0,0
BG0019,Аграрен университет – Пловдив,2016,BG,public,uas,412.47,221.97,3235.0,14.57404153714466,0.5381482289621063,0,0,500.0,,6.47,,0,0
BG0020,Медицински университет - Пловдив,2016,BG,public,uas,1089.98,655.98,6024.0,9.18320680508552,0.601827556468926,0,0,,,,,0,0
BG0021,"Академия за музикално, танцово и изобразително изкуство",2016,BG,public,uas,194.17,142.17,810.0,5.697404515720618,0.7321934387392491,0,0,89.0,,9.101123595505616,,1,0
BG0022,Висше училище по агробизнес и развитие на регионите,2016,BG,private,uas,169.36,112.86,4484.0,39.73063973063972,0.6663911195087387,1,0,4382.0,,1.0232770424463715,,1,0
BG0023,Висше училище по сигурност и икономика,2016,BG,private,other,104.19,79.69,1874.0,23.516124984314214,0.7648526730012477,0,0,4349.0,,0.4309036560128765,,0,0
BG0024,Европейско висше училище по икономика и мениджмънт,2016,BG,private,other,70.0,50.0,1816.0,36.32,0.7142857142857143,1,0,1606.0,,1.1307596513075966,,1,0
BG0025,"Русенски университет ""Ангел Кънчев""",2016,BG,public,uas,702.18,494.18,7626.0,15.43162410457728,0.7037796576376428,0,0,4302.0,,1.7726638772663876,,0,0
BG0026,"Софийски университет ""Св. Климент Охридски""",2016,BG,public,uas,3606.55,2280.55,22549.0,9.88752713161299,0.6323356115955692,0,0,3340.0,,6.751197604790419,,0,0
BG0027,Университет за национално и световно стопанство,2016,BG,public,uas,1102.42,636.92,21984.0,34.51610877347234,0.5777471381143302,1,0,518.0,,42.44015444015444,,0,0
BG0028,"Университет по архитектура, строителство и геодезия",2016,BG,public,uas,654.56,387.56,3306.0,8.530292083806378,0.5920923979467123,0,0,814.0,,4.061425061425061,,0,0
BG0029,Технически Университет - София,2016,BG,public,uas,1805.82,1074.32,12481.0,11.617581353786585,0.59492086697456,0,0,1420.0,,8.789436619718309,,0,0
BG0030,Химикотехнологичен и металургичен университет,2016,BG,public,uas,387.81,215.81,2978.0,13.799175200407767,0.556483845181919,0,0,8609.0,,0.34591706353815777,,0,0
BG0031,"Минно-геоложкият университет ""Св. Иван Рилски""",2016,BG,public,uas,367.17,263.67,2899.0,10.994804111199603,0.7181142250183838,0,0,904.0,,3.2068584070796464,,0,0
BG0032,Лесотехнически университет,2016,BG,public,uas,463.34,260.34,2674.0,10.271183836521473,0.5618768075279492,0,0,4146.0,,0.6449589966232513,,0,0
BG0033,Медицински университет - София,2016,BG,public,uas,1653.06,944.06,9912.0,10.499332669533716,0.5710984477272452,0,0,8289.0,,1.1958016648570395,,0,0
BG0034,"Национална спортна академия “Васил Левски""",2016,BG,public,uas,665.43,392.43,2915.0,7.428076344825829,0.5897389657815247,0,0,1618.0,,1.801606922126081,,0,0
BG0035,"Национална Академия за Театрално и Филмово Изкуство ""Кръстьо Сарафов""",2016,BG,public,uas,290.8,155.8,684.0,4.390243902439024,0.5357634112792298,0,0,3701.0,,0.18481491488786814,,1,0
BG0036,Национална художествена академия,2016,BG,public,uas,278.96,183.96,910.0,4.946727549467275,0.6594493834241469,0,0,2066.0,,0.4404646660212972,,1,0
BG0037,"Национална музикална академия ""Проф. П. Владигеров""",2016,BG,public,uas,282.99,193.99,637.0,3.2836744162070213,0.6855012544612884,1,0,1239.0,,0.5141242937853108,,1,0
BG0038,Нов Български Университет,2016,BG,private,uas,1149.17,912.17,9919.0,10.874069526513699,0.7937641950277156,0,0,1032.0,,9.611434108527133,,0,0
BG0039,Висше строително училище “Любен Каравелов”,2016,BG,public,uas,166.69,86.69,827.0,9.539739300957434,0.520067190593317,0,0,1017.0,,0.8131760078662733,,0,0
BG0040,"Висше транспортно училище ""Тодор Каблешков""",2016,BG,public,uas,254.62,129.62,2665.0,20.56009875019287,0.5090723430995209,0,0,3688.0,,0.7226138828633406,,0,0
BG0041,Академия на МВР,2016,BG,public,uas,143.8,89.8,1263.0,14.064587973273944,0.6244784422809457,0,0,110.0,,11.481818181818182,,0,0
BG0042,"Военна академия ""Георги Стойков Раковски""",2016,BG,public,uas,242.5,127.0,841.0,6.622047244094487,0.5237113402061856,0,0,254.0,,3.3110236220472435,,0,0
BG0043,Университет по библиотекознание и информационни технологии,2016,BG,public,uas,207.33,129.33,2234.0,17.273641073223533,0.6237881637968457,0,0,69.0,,32.3768115942029,,0,0
BG0044,Висше училище по телекомуникации и пощи,2016,BG,public,other,101.4,68.4,1392.0,20.350877192982455,0.6745562130177515,0,0,96.0,,14.5,,0,0
BG0045,"Колеж по мениджмънт, търговия и маркетинг",2016,BG,private,other,,,,,,0,0,116.0,,,,0,0
BG0046,"Театрален колеж ""Любен Гройс""",2016,BG,private,other,37.62,33.62,43.0,1.2790005948839978,0.8936735778841042,2,0,579.0,,0.07426597582037997,,2,0
BG0047,Висше училище по застраховане и финанси,2016,BG,private,uas,112.87,77.87,1412.0,18.132785411583406,0.689908744573403,0,0,108.0,,13.074074074074074,,0,0
BG0048,Международно висше бизнес училище,2016,BG,private,uas,88.0,61.0,3336.0,54.68852459016394,0.6931818181818182,2,0,260.0,,12.830769230769231,,2,0
BG0049,Тракийски Университет,2016,BG,public,uas,945.5,579.0,6212.0,10.728842832469775,0.612374405076679,0,0,154.0,,40.337662337662344,,0,0
BG0051,Шуменски университет “Епископ Константин Преславски”,2016,BG,public,uas,621.95,429.95,6399.0,14.883125944877312,0.6912935123402202,0,0,42.0,,152.35714285714286,,0,0
BG0054,Българска академия на науките,2016,BG,public,uni,,,,,,0,0,113.0,,,,0,0
BG0060,Европейски политехнически университет - Перник,2016,BG,private,uas,98.26,78.26,40.0,0.5111167901865576,0.7964583757378384,2,0,144.0,,0.2777777777777778,,2,0
CH0001,Universität Basel,2016,CH,public,uas,3794.04,2629.84,10668.0,4.056520548778633,0.6931503094326892,0,0,247.0,,43.19028340080972,,1,0
CH0002,Universität Bern,2016,CH,public,uas,4191.53,2419.93,14022.0,5.794382482137912,0.5773381080416936,0,0,316.0,,44.37341772151899,,1,0
CH0003,Université de Fribourg,2016,CH,public,uas,1720.88,1142.86,9330.0,8.163729590676024,0.6641137092650271,0,0,70.0,,133.28571428571428,,0,0
CH0004,Université de Genève,2016,CH,public,uas,4862.83,3135.09,14498.0,4.6244286447916965,0.6447048323712735,0,0,110.0,,131.8,,1,0
CH0005,Université de Lausanne,2016,CH,public,uas,3357.91,2418.44,12281.0,5.078066853012686,0.7202218046344304,0,0,397.0,,30.93450881612091,,1,0
CH0006,Universität Luzern,2016,CH,public,uas,334.05,232.49,2519.0,10.83487461826315,0.6959736566382279,0,0,416.0,,6.055288461538463,,0,0
CH0007,Université de Neuchâtel,2016,CH,public,uas,794.75,536.27,3648.0,6.802543494881308,0.6747656495753381,0,0,1001.0,,3.644355644355645,,0,0
CH0008,Universität Sankt Gallen,2016,CH,public,uas,1104.32,714.06,8268.0,11.578858919418535,0.6466060562155896,0,0,463.0,,17.85745140388769,,0,0
CH0009,Universität Zürich,2016,CH,public,uas,6835.05,4436.05,20983.0,4.730108993361211,0.6490150035478892,0,0,349.0,,60.12320916905444,,1,0
CH0010,Università della Svizzera italiana,2016,CH,public,uas,714.57,551.63,2589.0,4.693363305113934,0.7719747540478888,0,0,441.0,,5.870748299319727,,1,0
CH0011,Ecole Polytechnique Fédéral de Lausanne,2016,CH,public,uas,5404.48,3685.12,8212.0,2.2284213268496007,0.6818639351056901,1,0,26.0,,315.84615384615387,,1,0
CH0012,Eidgenössische Technische Hochschule Zürich,2016,CH,public,uas,9229.52,6488.23,15300.0,2.3581161580276904,0.7029867208695576,1,0,,,,,1,0
CH0013,Berner Fachhochschule,2016,CH,public,other,1706.94,1167.52,7164.0,6.136083321913115,0.6839842056545631,0,0,48.0,,149.25,,0,0
CH0014,Haute Ecole Spécialisée de la Suisse Occidentale,2016,CH,public,other,3746.43,2734.83,20796.0,7.604128958655566,0.7299829437624619,0,0,29.0,,717.1034482758621,,0,0
CH0015,Fachhochschule Nordwestschweiz,2016,CH,public,other,2114.31,1531.08,13136.0,8.579564751678554,0.7241511415071583,0,0,153.0,,85.85620915032679,,0,0
CH0016,Hochschule Luzern,2016,CH,public,other,1305.95,931.39,6956.0,7.4684074340501825,0.713189632068609,0,0,,,,,0,0
CH0017,Scuola Universitaria Professionale della Svizzera italiana,2016,CH,public,other,944.36,730.34,5221.0,7.1487252512528405,0.7733703248761066,0,0,,,,,0,0
CH0018,Fachhochschule Ostschweiz,2016,CH,public,other,1119.76,796.07,5774.0,7.2531310060673055,0.7109291276702151,0,0,73.0,,79.09589041095892,,0,0
CH0019,Züricher Fachhochschule,2016,CH,public,other,3550.07,2409.27,21310.0,8.845002843184865,0.6786542237195322,0,0,51.0,,417.843137254902,,0,0
CH0020,Kalaidos Fachhochschule,2016,CH,private,other,95.56,64.25,2105.0,32.762645914396884,0.6723524487233152,1,0,75.0,,28.066666666666666,,1,0
CH0021,Haute école pédagogique du Canton de Vaud,2016,CH,public,uni,274.21,189.83,1982.0,10.440920823895064,0.6922796396922068,0,0,67.0,,29.58208955223881,,0,0
CH0022,Haute école pédagogique du Valais,2016,CH,public,uni,77.1,50.11,452.0,9.020155657553383,0.6499351491569391,0,0,14.0,,32.285714285714285,,0,0
CH0023,Haute école pédagogique du Canton de Fribourg,2016,CH,public,uni,89.67,61.86,413.0,6.676365987714193,0.6898628303780528,0,0,26.0,,15.884615384615385,,0,0
CH0024,Haute école pédagogique BEJUNE,2016,CH,public,uni,134.75,81.61,629.0,7.707388800392108,0.6056400742115028,0,0,12.0,,52.41666666666666,,0,0
CH0026,Pädagogische Hochschule Bern,2016,CH,public,uni,416.94,309.33,2421.0,7.826592958975851,0.7419053101165635,0,0,,,,,0,0
CH0028,Interkantonale Hochschule für Heilpädagogik,2016,CH,public,uni,129.81,87.29,1184.0,13.563982128537061,0.6724443417302212,0,0,50.0,,23.68,,1,0
CH0029,Pädagogische Hochschule St.Gallen,2016,CH,public,uni,268.84,166.94,1169.0,7.0025158739666935,0.6209641422407379,0,0,38.0,,30.76315789473684,,0,0
CH0030,Pädagogische Hochschule Thurgau,2016,CH,public,uni,180.38,91.53,748.0,8.172183983393422,0.5074287615034927,0,0,54.0,,13.851851851851851,,0,0
CH0031,Pädagogische Hochschule Schaffhausen,2016,CH,public,uni,25.36,16.57,184.0,11.104405552202776,0.6533911671924291,0,0,125.0,,1.472,,0,0
CH0032,Pädagogische Hochschule Graubünden,2016,CH,public,uni,99.08,84.89,442.0,5.206738131699846,0.8567823980621719,1,0,19.0,,23.26315789473684,,0,0
CH0033,Eidgenössisches Hochschulinstitut für Berufsbildung,2016,CH,public,uni,147.69,89.51,512.0,5.72003128142107,0.6060667614598145,0,0,398.0,,1.28643216080402,,0,0
CH0035,Universitäre Fernstudien Schweiz,2016,CH,private,uni,87.65,77.93,1390.0,17.836519953804697,0.8891043924700514,1,1,79.0,,17.59493670886076,,0,0
CH0036,Pädagogische Hochschule Luzern,2016,CH,public,uni,274.13,192.74,2197.0,11.398775552557847,0.703097070732864,0,0,788.0,,2.788071065989848,,0,0
CH0037,Pädagogische Hochschule Schwyz,2016,CH,public,uni,57.32,44.97,366.0,8.138759172781857,0.7845429169574321,0,0,2585.0,,0.1415860735009671,,0,0
CH0038,Pädagogische Hochschule Zug,2016,CH,public,uni,79.12,65.67,348.0,5.29922338967565,0.830005055611729,1,0,215.0,,1.6186046511627907,,0,0
CY0001,Πανεπιστήμιο Κύπρου,2016,CY,public,uas,873.0,381.0,6106.0,16.026246719160106,0.436426116838488,0,0,993.0,,6.149043303121853,,0,1
CY0002,Ανοικτό Πανεπιστήμιο Κύπρου,2016,CY,public,uas,219.0,145.0,4665.0,32.172413793103445,0.6621004566210046,1,0,2924.0,,1.5954172366621069,,0,0
CY0003,Τεχνολογικό Πανεπιστήμιο Κύπρου,2016,CY,public,uas,573.0,329.0,2552.0,7.756838905775076,0.5741710296684118,0,0,877.0,,2.909920182440137,,1,0
CY0004,Πανεπιστήμιο Λευκωσίας,2016,CY,private,uas,493.0,294.0,10353.0,35.214285714285715,0.5963488843813387,1,0,833.0,,12.428571428571427,,0,0
CY0005,Πανεπιστήμιο Frederick,2016,CY,private,uas,283.0,206.0,3516.0,17.067961165048544,0.7279151943462897,0,0,306.0,,11.490196078431373,,0,0
CY0006,Ευρωπαϊκό Πανεπιστήμιο Κύπρου,2016,CY,private,uas,403.0,228.0,5101.0,22.37280701754386,0.56575682382134,0,0,678.0,,7.5235988200589965,,0,0
CY0007,Ανώτερου Ξενοδοχειακού Ινστιτούτου Κύπρου,2016,CY,public,other,36.0,22.0,261.0,11.863636363636365,0.6111111111111112,0,0,417.0,,0.6258992805755396,,0,0
CY0010,Αστυνομική Ακαδημία Κύπρου,2016,CY,public,uni,,,0.0,,,0,0,559.0,,0.0,,0,0
CY0014,American College,2016,CY,private,other,37.0,27.0,1140.0,42.22222222222222,0.7297297297297297,0,0,7368.0,,0.15472312703583066,,0,0
CY0016,Casa College,2016,CY,private,other,31.0,18.0,550.0,30.555555555555557,0.5806451612903226,0,0,2273.0,,0.2419709634843819,,0,0
CY0017,C.D.A. College,2016,CY,private,other,118.0,87.0,1017.0,11.689655172413795,0.7372881355932204,0,0,667.0,,1.524737631184408,,0,0
CY0018,College of Tourism and Hotel Management,2016,CY,private,other,15.0,12.0,518.0,43.16666666666666,0.8,0,0,513.0,,1.0097465886939572,,1,0
CY0019,Cyprus College,2016,CY,private,other,,,700.0,,,0,0,353.0,,1.9830028328611895,,0,0
CY0021,Cyprus International Institute of Management,2016,CY,private,other,31.0,10.0,263.0,26.3,0.3225806451612903,0,1,1403.0,,0.18745545260156807,,0,0
CY0024,Global College,2016,CY,private,other,43.0,37.0,1100.0,29.72972972972973,0.8604651162790697,0,0,646.0,,1.7027863777089782,,0,0
CY0025,Intercollege,2016,CY,private,other,45.0,28.0,284.0,10.142857142857142,0.6222222222222222,0,0,932.0,,0.30472103004291845,,0,0
CY0026,KES College,2016,CY,private,other,69.0,41.0,397.0,9.682926829268293,0.5942028985507246,0,0,124.0,,3.2016129032258065,,0,0
CY0032,Internapa College,2016,CY,private,other,17.0,11.0,300.0,27.272727272727273,0.6470588235294118,0,0,88.0,,3.4090909090909087,,0,0
CY0033,The CTL Eurocollege,2016,CY,private,other,27.0,17.0,494.0,29.058823529411764,0.6296296296296297,0,0,79.0,,6.253164556962025,,0,0
CY0035,The Philips College,2016,CY,private,other,23.0,11.0,483.0,43.90909090909091,0.4782608695652174,0,0,1499.0,,0.32221480987324885,,1,1
CY0037,Ledra College,2016,CY,private,other,9.0,7.0,224.0,32.0,0.7777777777777778,0,0,1264.0,,0.17721518987341772,,0,0
CY0038,Πανεπιστημιο Νεαπολης,2016,CY,private,uas,105.0,50.0,1435.0,28.7,0.4761904761904762,0,0,39.0,,36.794871794871796,,1,1
CY0039,The Cyprus Institute,2016,CY,private,uni,23.0,15.0,,,0.6521739130434783,0,0,20.0,,,,0,0
CY0041,Cyprus School of Molecular Medicine-The Cyprus Institute of Neurology and Genetics,2016,CY,private,uni,7.0,2.0,25.0,12.5,0.2857142857142857,0,1,42.0,,0.5952380952380952,,1,0
CY0042,University of Central Lancashire - Cyprus,2016,CY,private,uas,117.0,64.0,654.0,10.21875,0.5470085470085471,0,0,47.0,,13.914893617021274,,0,0
CY0044,City Unity College Nicosia,2016,CY,private,other,25.0,9.0,328.0,36.444444444444436,0.36,0,1,21.0,,15.61904761904762,,0,0
CZ0001,Akademie múzických umění v Praze,2016,CZ,public,uas,454.14,272.21,1244.0,4.5700011020902975,0.5993966618223455,0,0,58.0,,21.448275862068964,,1,0
CZ0002,Akademie výtvarných umění v Praze,2016,CZ,public,uas,114.59,70.22,292.0,4.158359441754486,0.6127934374727289,0,0,23.0,,12.695652173913045,,1,0
CZ0003,Česká zemědělská univerzita v Praze,2016,CZ,public,uas,1516.75,699.22,18504.0,26.463773919510302,0.4609988462172409,0,0,146.0,,126.73972602739723,,0,0
CZ0004,České vysoké učení technické v Praze,2016,CZ,public,uas,3502.77,1959.33,17248.0,8.803009191917646,0.559365873294564,0,0,63.0,,273.77777777777777,,0,0
CZ0005,Janáčkova akademie múzických umění v Brně,2016,CZ,public,uas,296.69,155.5,653.0,4.19935691318328,0.5241160807576932,0,0,23.0,,28.39130434782609,,1,0
CZ0006,Jihočeská univerzita v Českých Budějovicích,2016,CZ,public,uas,1370.41,746.71,9541.0,12.777383455424461,0.5448807291248604,0,0,116.0,,82.25,,0,0
CZ0007,Masarykova univerzita,2016,CZ,public,uas,3972.28,2092.24,29197.0,13.954900011470961,0.5267101009999294,0,0,26.0,,1122.9615384615388,,0,0
CZ0008,Mendelova univerzita v Brně,2016,CZ,public,uas,1508.84,677.19,8736.0,12.900367695919904,0.4488149836960845,0,0,,,,,0,0
CZ0009,Ostravská univerzita,2016,CZ,public,uas,862.77,527.69,8256.0,15.645549470332961,0.6116230281535057,0,0,,,,,0,0
CZ0010,Slezská univerzita v Opavě,2016,CZ,public,uas,538.49,271.81,4844.0,17.821272212207056,0.5047633196531041,0,0,20.0,,242.2,,0,0
CZ0011,Technická univerzita v Liberci,2016,CZ,public,uas,1026.51,588.12,5865.0,9.972454601101816,0.5729315837156969,0,0,22.0,,266.59090909090907,,0,0
CZ0012,Univerzita Hradec Králové,2016,CZ,public,uas,562.92,348.38,6394.0,18.353522016189213,0.6188801250621758,0,0,,,,,0,0
CZ0013,Univerzita J. E. Purkyně v Ústí nad Labem,2016,CZ,public,uas,815.14,438.23,7760.0,17.707596467608333,0.5376131707436761,0,0,22.0,,352.72727272727275,,0,0
CZ0014,Univerzita Karlova,2016,CZ,public,uas,8082.53,4652.81,39786.0,8.550961676922118,0.5756625710019017,0,0,17.0,,2340.3529411764707,,0,0
CZ0015,Univerzita Palackého v Olomouci,2016,CZ,public,uas,2758.47,1562.99,18773.0,12.010953365024724,0.5666148263348886,0,0,20.0,,938.65,,0,0
CZ0016,Univerzita Pardubice,2016,CZ,public,uas,1061.92,594.33,7242.0,12.185149664327898,0.5596749284315202,0,0,,,,,0,0
CZ0017,Univerzita Tomáše Bati ve Zlíně,2016,CZ,public,uas,846.8,476.42,8583.0,18.015616472860078,0.5626121870571564,0,0,18.0,,476.83333333333326,,0,0
CZ0018,Veterinární a farmaceutická univerzita Brno,2016,CZ,public,uas,820.62,277.74,2695.0,9.703319651472599,0.33845141478394386,0,1,16.0,,168.4375,,0,1
CZ0019,Vysoká škola báňská - Technická univerzita Ostrava,2016,CZ,public,uas,2112.96,1077.2,13031.0,12.09710360193093,0.5098061487202786,0,0,29.0,,449.3448275862069,,0,0
CZ0020,Vysoká škola ekonomická v Praze,2016,CZ,public,uas,1016.58,534.26,14215.0,26.606895519035678,0.5255464400243955,0,0,27.0,,526.4814814814815,,0,0
CZ0021,Vysoká škola chemicko-technologická v Praze,2016,CZ,public,uas,1012.54,660.77,3253.0,4.923044327072961,0.6525865644814032,0,0,11.0,,295.72727272727275,,1,0
CZ0022,Vysoká škola polytechnická Jihlava,2016,CZ,public,uni,153.18,87.63,2185.0,24.93438320209974,0.572072072072072,0,0,20.0,,109.25,,0,0
CZ0023,Vysoká škola technická a ekonomická v Českých Budějovicích,2016,CZ,public,uni,178.92,88.99,3900.0,43.82514889313406,0.4973731276548178,1,0,33.0,,118.1818181818182,,1,1
CZ0024,Vysoká škola umělecko-průmyslová v Praze,2016,CZ,public,uas,129.0,73.16,452.0,6.178239475123018,0.5671317829457364,0,0,22.0,,20.545454545454547,,0,0
CZ0025,Vysoké učení technické v Brně,2016,CZ,public,uas,2775.05,1308.0,18356.0,14.033639143730884,0.4713428586872308,0,0,99.0,,185.41414141414143,,0,0
CZ0026,Západočeská univerzita v Plzni,2016,CZ,public,uas,1793.94,988.04,10304.0,10.428727581879276,0.5507653544711639,0,0,,,,,0,0
CZ0027,"Bankovní institut vysoká škola, a.s.",2016,CZ,private,uni,56.5,33.6,543.0,16.160714285714285,0.5946902654867257,0,0,10.0,,54.3,,0,0
CZ0028,"Evropský polytechnický institut, s.r.o.",2016,CZ,private,uni,26.44,13.5,196.0,14.518518518518519,0.5105900151285929,0,0,9.0,,21.777777777777782,,0,0
CZ0029,"Vysoká škola hotelová v Praze 8, s.r.o.",2016,CZ,private,uni,73.9,43.9,1332.0,30.341685649202727,0.5940460081190798,0,0,,,,,1,0
CZ0033,ŠKODA AUTO VYSOKÁ ŠKOLA o.p.s.,2016,CZ,private,uni,51.49,35.34,1027.0,29.060554612337288,0.6863468634686347,0,0,,,,,0,0
