ETER ID,Institution Name,Reference year,Country Code,Legal status,Institution Category standardized,Region of establishment (NUTS 2),Personnel expenditure (PPP),Total Current expenditure (PPP),Basic government allocation (PPP),Total Current revenues (PPP),Total academic staff (FTE),Total staff (FTE),Total students enrolled ISCED 5-7,Total graduates ISCED 5-7,Total students enrolled at ISCED 8,Total graduates at ISCED 8,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,Target,Flag Total Students ISCED 5-7,Flag Total Students ISCED 5,Flag Total Students ISCED 6,Flag Total Students ISCED 7,Flag Total Students ISCED 7 long degree,Flag Total Students ISCED 8,Flag Total Graduates ISCED 5-7,Flag Total Graduates ISCED 5,Flag Total Graduates ISCED 6,Flag Total Graduates ISCED 7,Flag Total Graduates ISCED 7 long degree,Flag Total Graduates ISCED 8,Flag Total Staff FTE,Flag Total Staff HC,Flag Academic Staff FTE,Flag Academic Staff HC,Flag Non-Academic Staff FTE,Flag Total current revenues (NC),Flag Total current expenditures (NC)
ES0027,Universidad Politécnica de Valencia,2016,ES,public,uas,ES52,,,,,2244.32,3779.52,25635.0,5320.0,1814.0,628.0,11.422167961787979,0.5938108542883753,,,,,0.2075287692607763,2.888535031847133,0,0,0,2,0,2,0,1,0,0,0,2,0,0,0,2,0,0,0,0
ES0028,Universitat de València (Estudi General),2016,ES,public,uas,ES52,,,,,3218.01,5065.03,44283.0,10099.0,3211.0,865.0,13.76098893415496,0.6353387837781811,,,,,0.22805591310435155,3.712138728323701,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0
ES0029,Universidad de Burgos,2016,ES,public,uas,ES41,,,,,597.95,943.92,7014.0,1431.0,324.0,104.0,11.730077765699473,0.6334752945164845,,,,,0.2040205303678357,3.1153846153846154,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ES0030,Universidad de León,2016,ES,public,uas,ES41,,,,,743.92,1213.97,10761.0,2458.0,462.0,209.0,14.465265082266912,0.6127993278252345,,,,,0.2284174333240405,2.2105263157894743,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ES0031,Universidad de Salamanca,2016,ES,public,uas,ES41,,,,,1768.7,2905.67,22901.0,5663.0,2035.0,540.0,12.947927856617856,0.6087064257124862,,,,,0.2472817780882931,3.7685185185185186,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ES0032,Universidad de Valladolid,2016,ES,public,uas,ES41,,,,,1771.62,2785.41,21122.0,4566.0,1450.0,407.0,11.922421286731918,0.6360356285071138,,,,,0.21617271091752674,3.5626535626535625,0,0,0,2,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0
ES0033,Universidad de Extremadura,2016,ES,public,uas,ES43,,,,,1497.23,2368.37,20405.0,4126.0,768.0,286.0,13.628500631165553,0.632177404712946,,,,,0.20220534182798333,2.685314685314685,0,0,0,0,0,2,1,1,0,2,0,2,0,0,0,0,0,0,0,0
ES0034,Universidad de A Coruña,2016,ES,public,uas,ES11,,,,,1395.13,2166.39,16251.0,3044.0,1033.0,152.0,11.648376853769898,0.6439883862093161,,,,,0.18731155005845795,6.796052631578947,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0
ES0035,Universidad de Santiago de Compostela,2016,ES,public,uas,ES11,,,,,2369.23,3569.76,21771.0,4513.0,2086.0,428.0,9.189061425019943,0.6636944780601497,,,,,0.20729410683937347,4.873831775700935,0,0,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0
ES0036,Universidad de Vigo,2016,ES,public,uas,ES11,,,,,1618.6,2362.89,18856.0,4104.0,1137.0,263.0,11.649573705671573,0.685008612334895,,,,,0.21764955451845566,4.32319391634981,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES0037,Universidad de Alcalá,2016,ES,public,uas,ES30,,,,,1211.58,1997.28,17214.0,3913.0,1173.0,162.0,14.207893824592679,0.6066149963950973,,,,,0.2273149761821773,7.2407407407407405,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0
ES0038,Universidad Autónoma de Madrid,2016,ES,public,uas,ES30,,,,,2224.14,3297.25,26360.0,6334.0,2953.0,655.0,11.851771920832322,0.6745439381302599,,,,,0.24028831562974204,4.5083969465648845,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ES0039,Universidad Carlos III de Madrid,2016,ES,public,uas,ES30,,,,,1151.05,1834.77,18526.0,4406.0,979.0,226.0,16.094869901394382,0.6273538372657063,,,,,0.2378279175213213,4.331858407079647,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0
ES0040,Universidad Complutense de Madrid,2016,ES,public,uas,ES30,,,,,4386.53,7743.35,66425.0,14634.0,5070.0,2046.0,15.142948982453106,0.5664899558976412,,,,,0.2203086187429432,2.47800586510264,0,0,0,2,0,2,0,1,0,2,1,2,2,0,0,0,0,0,0,0
ES0041,Universidad Politécnica de Madrid,2016,ES,public,uas,ES30,,,,,3198.55,5025.82,36208.0,7438.0,1621.0,718.0,11.320129433649626,0.6364235089995265,,,,,0.20542421564295185,2.25766016713092,0,0,0,2,1,2,0,0,0,2,0,2,0,0,0,2,2,0,0,0
ES0042,Universidad Rey Juan Carlos,2016,ES,public,uas,ES30,,,,,1451.48,2234.09,47248.0,8987.0,787.0,206.0,32.55160250227354,0.6496962969262653,,,,,0.19020910938029129,3.820388349514563,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0
ES0043,Universidad de Murcia,2016,ES,public,uas,ES62,,,,,1829.74,3026.28,30372.0,5715.0,1841.0,470.0,16.599079650660748,0.6046168893823439,,,,,0.18816673251679167,3.9170212765957446,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES0044,Universidad Politécnica de Cartagena,2016,ES,public,uas,ES62,,,,,482.33,853.48,5236.0,733.0,204.0,52.0,10.855638255965829,0.5651333364577963,,,,,0.1399923605805959,3.9230769230769234,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ES0045,Universidad Pública de Navarra,2016,ES,public,uas,ES22,,,,,688.05,1131.6,7682.0,1598.0,278.0,60.0,11.164886272799942,0.608032873806999,,,,,0.20801874511845875,4.633333333333334,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ES0046,Universidad del País Vasco / Euskal Herriko Unibertsitatea,2016,ES,public,uas,ES21,,,,,4099.45,5990.95,39891.0,7976.0,2969.0,526.0,9.730817548695557,0.6842737796175898,,,,,0.19994484971547466,5.644486692015209,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ES0047,Universidad de La Rioja,2016,ES,public,uas,ES23,,,,,374.34,624.33,4006.0,883.0,201.0,43.0,10.701501308970457,0.5995867570035077,,,,,0.22041937094358466,4.674418604651163,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ES0048,IE. Universidad,2016,ES,private,uas,ES41,,,,,219.5,526.48,4208.0,2028.0,51.0,5.0,19.170842824601365,0.4169199209846528,,,,,0.4819391634980989,10.2,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
ES0049,Universidad a Distancia de Madrid (UDIMA),2016,ES,private,uas,ES30,,,,,132.7,198.46,7408.0,2290.0,60.0,11.0,55.8251695553881,0.6686485941751485,,,,,0.3091252699784017,5.454545454545454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES0050,Universidad Alfonso X El Sabio,2016,ES,private,uas,ES30,,,,,220.09,341.16,6711.0,1571.0,0.0,61.0,30.492071425326003,0.6451225231562903,,,,,0.2340932796900611,0.0,0,0,0,2,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0
ES0051,Universidad Antonio de Nebrija,2016,ES,private,uas,ES30,,,,,263.75,502.1,6930.0,1929.0,22.0,45.0,26.274881516587683,0.5252937661820354,,,,,0.2783549783549784,0.4888888888888889,2,0,0,0,1,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0
ES0052,Universidad Camilo José Cela,2016,ES,private,uas,ES30,,,,,230.86,374.46,9913.0,4462.0,0.0,23.0,42.939443818764616,0.616514447471025,,,,,0.4501160092807425,0.0,1,1,0,2,1,0,0,1,0,0,1,2,2,0,0,2,0,0,0,0
ES0053,Universidad Cardenal Herrera-CEU,2016,ES,private,uas,ES52,,,,,477.82,740.82,8001.0,1943.0,100.0,41.0,16.744799296806328,0.6449879862854674,,,,,0.2428446444194476,2.4390243902439024,0,0,0,0,1,0,0,1,0,2,0,0,2,2,2,2,2,1,0,0
ES0054,Universidad Católica Santa Teresa de Jesús de Ávila,2016,ES,private,uas,ES41,,,,,77.3,141.8,2506.0,706.0,0.0,18.0,32.41914618369987,0.5451339915373765,,,,,0.2817238627294493,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES0055,Universidad Católica de Valencia,2016,ES,private,uas,ES52,,,,,526.86,857.19,10925.0,2958.0,236.0,54.0,20.73605891508181,0.6146361950092745,,,,,0.2707551487414188,4.37037037037037,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,0,0
ES0056,Universidad Católica San Antonio de Murcia,2016,ES,private,uas,ES62,,,,,472.5,731.57,12877.0,3512.0,403.0,74.0,27.25291005291005,0.6458712084967945,,,,,0.272734332530869,5.445945945945946,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ES0057,Universidad de Deusto,2016,ES,private,uas,ES21,,,,,485.55,920.81,9098.0,2189.0,261.0,135.0,18.737514159200906,0.5273074792845429,,,,,0.2406023301824577,1.933333333333333,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ES0058,Universidad de Navarra,2016,ES,private,uas,ES22,,,,,1326.05,2513.15,9998.0,2544.0,864.0,217.0,7.5396855322197505,0.5276445894594433,,,,,0.2544508901780356,3.9815668202764978,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ES0059,Universidad Europea de Madrid,2016,ES,private,uas,ES30,,,,,956.09,1462.57,11387.0,3090.0,123.0,67.0,11.909966634940224,0.6537054636701151,,,,,0.27136207956441555,1.8358208955223885,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ES0060,Universidad Europea Miguel de Cervantes,2016,ES,private,uas,ES41,,,,,114.35,172.71,1525.0,231.0,0.0,0.0,13.336248360297331,0.6620925250419778,,,,,0.15147540983606558,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ES0061,Universidad Francisco de Vitoria,2016,ES,private,uas,ES30,,,,,397.56,741.68,8154.0,2483.0,53.0,10.0,20.51011168125566,0.5360263186279798,,,,,0.3045131223939171,5.3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ES0062,Universidad Internacional de Andalucía,2016,ES,public,uas,ES61,,,,,,136.0,255.0,160.0,15.0,16.0,,,,,,,0.6274509803921569,0.9375,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES0063,Universidad Internacional Isabel I de Castilla,2016,ES,private,uas,ES41,,,,,83.95,146.48,5213.0,2202.0,0.0,0.0,62.09648600357355,0.5731157837247406,,,,,0.4224055246499137,,1,0,0,0,0,0,0,2,0,1,0,0,0,2,0,2,2,0,0,0
ES0064,Universidad Internacional de la Rioja,2016,ES,private,uas,ES23,,,,,405.28,1153.08,21879.0,8563.0,21.0,0.0,53.984899328859065,0.35147604676171645,,,,,0.3913798619680973,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ES0065,Universidad Internacional Menéndez Pelayo,2016,ES,public,uas,ES30,,,,,,130.0,1573.0,826.0,53.0,11.0,,,,,,,0.5251112523839797,4.818181818181818,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ES0066,Universidad Mondragón Unibertsitatea,2016,ES,private,uas,ES21,,,,,380.5,501.17,4505.0,1168.0,134.0,35.0,11.839684625492772,0.7592234172037432,,,,,0.2592674805771365,3.8285714285714287,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ES0067,Universidad Nacional de Educación a Distancia,2016,ES,public,uas,ES30,,,,,1134.2,2390.33,145579.0,7563.0,1819.0,407.0,128.3539058367131,0.4744951533888626,,,,,0.05195117427650967,4.469287469287469,1,0,0,2,0,2,0,0,0,2,1,0,2,0,0,0,0,0,0,0
ES0068,Universidad Pontificia Comillas,2016,ES,private,uas,ES30,,,,,518.43,851.34,8945.0,2165.0,195.0,82.0,17.254016935748318,0.6089576432447671,,,,,0.2420346562325321,2.3780487804878048,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ES0069,Universidad Pontificia de Salamanca,2016,ES,private,uas,ES41,,,,,162.67,271.27,4510.0,1483.0,52.0,46.0,27.724841704063444,0.5996608544992075,,,,,0.3288248337028825,1.1304347826086956,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES0070,Universidad San Jorge,2016,ES,private,uas,ES24,,,,,178.96,288.82,2280.0,420.0,44.0,8.0,12.740277156906572,0.6196246797313206,,,,,0.18421052631578946,5.5,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
ES0071,Universidad San Pablo-CEU,2016,ES,private,uas,ES30,,,,,619.22,874.88,8401.0,2272.0,235.0,104.0,13.567068247149635,0.7077770665691295,,,,,0.2704439947625283,2.2596153846153846,0,0,0,0,0,0,1,0,0,2,0,2,2,0,0,2,0,0,0,0
ES0072,Universitat Abat Oliba CEU,2016,ES,private,uas,ES51,,,,,39.33,90.43,1772.0,534.0,32.0,12.0,45.05466564963133,0.43492203914630095,,,,,0.3013544018058691,2.6666666666666665,2,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
ES0073,Universitat de Vic - Universitat Central de Catalunya,2016,ES,private,uas,ES51,,,,,387.9,710.5,7086.0,1252.0,135.0,21.0,18.26759474091261,0.5459535538353272,,,,,0.17668642393451878,6.428571428571429,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES0074,Universitat Internacional de Catalunya,2016,ES,private,uas,ES51,,,,,222.7,470.65,3522.0,828.0,114.0,58.0,15.814997754827125,0.4731753957293105,,,,,0.2350936967632027,1.9655172413793105,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0
ES0075,Universitat Internacional Valenciana (VIU),2016,ES,private,uas,ES52,,,,,26.0,100.0,5090.0,3189.0,0.0,0.0,195.7692307692308,0.26,,,,,0.6265225933202357,,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ES0076,Universitat Oberta de Catalunya,2016,ES,private,uas,ES51,,,,,349.98,843.99,47494.0,4737.0,230.0,37.0,135.70489742270985,0.4146731596345928,,,,,0.099738914389186,6.216216216216216,1,1,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
ES0077,Universitat Ramón Llull,2016,ES,private,uas,ES51,,,,,734.0,1440.23,15541.0,3881.0,199.0,128.0,21.173024523160766,0.5096408212577158,,,,,0.2497265298243357,1.5546875,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ES0078,Universidad Europea Canarias,2016,ES,private,uas,ES70,,,,,37.24,52.77,447.0,166.0,0.0,0.0,12.003222341568206,0.7057039984839871,,,,,0.3713646532438479,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES0079,Universidad Europea Valencia,2016,ES,private,uas,ES52,,,,,150.18,200.22,1529.0,263.0,0.0,0.0,10.181115994140363,0.7500749175906504,,,,,0.17200784826684107,,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0
ES0080,Universidad Loyola Andalucia,2016,ES,private,uas,ES61,,,,,150.77,300.85,2356.0,217.0,39.0,0.0,15.626450885454664,0.5011467508725278,,,,,0.09210526315789473,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES0081,Universidad Europea del Atlántico,2016,ES,private,uas,ES13,,,,,41.57,57.57,1544.0,70.0,,,37.14216983401492,0.7220774709049852,,,,,0.04533678756476684,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES0082,Universidad Fernando Pessoa-Canarias,2016,ES,private,uas,ES70,,,,,19.23,36.16,285.0,48.0,,,14.820592823712948,0.5318030973451328,,,,,0.16842105263157894,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0001,Helsingin yliopisto,2016,FI,public,uas,FI1B,333787216.14,534922919.56,335339080.91,547536482.34,4154.38,7116.42,27354.0,5459.0,4677.0,553.0,6.584376007972309,0.5837738638247884,46903.810643553916,0.6239912404848088,0.9769630642215956,0.6124506616926519,0.19956861884916285,8.45750452079566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0002,Turun yliopisto,2016,FI,public,uas,FI1C,138653800.68,209191849.81,135781073.41,215258771.78,1781.75,3005.66,14161.0,3306.0,1973.0,180.0,7.947804125157851,0.5927982539608605,46130.899928800995,0.6628068961861244,0.9718156806348384,0.6307806752180661,0.2334580891180001,10.961111111111107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0003,Åbo Akademi,2016,FI,public,uas,FI1C,51675847.83,81101217.98,49354711.32,83758455.5,604.7,1045.34,5146.0,1171.0,723.0,74.0,8.510004961137753,0.5784720760709435,49434.48813783076,0.6371772103686968,0.9682749938004768,0.5892504944769427,0.2275553828216089,9.77027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0004,Oulun yliopisto,2016,FI,public,uas,FI1D,119686942.13,175558582.34,118391589.63,175573728.16,1639.49,2534.94,11461.0,2718.0,1282.0,199.0,6.990588536679089,0.6467569252132199,47214.90139017097,0.6817493086051768,0.9999137352714512,0.6743126712107518,0.2371520809702469,6.442211055276383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0005,Tampereen yliopisto,2016,FI,public,uas,FI19,95623794.42,144612210.65,89461232.12,145552559.13,1105.15,1886.85,11671.0,2020.0,1651.0,140.0,10.560557390399492,0.5857116357951083,50679.06533110741,0.6612428783862173,0.9935394575978556,0.6146318048595619,0.17307857081655384,11.792857142857144,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
FI0006,Jyväskylän yliopisto,2016,FI,public,uas,FI19,110597865.7,163713892.89,112184947.68,166434970.04,1463.45,2318.64,12319.0,2727.0,1441.0,176.0,8.417779903652328,0.6311674084808336,47699.455586033204,0.6755557744528813,0.9836508087852808,0.6740467322044048,0.22136537056579267,8.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0010,Svenska handelshögskolan,2016,FI,public,uas,FI1B,12915036.87,19300671.59,14505939.46,21061899.65,123.62,238.42,2408.0,507.0,122.0,14.0,19.479048697621746,0.5184967704051674,54169.267972485526,0.6691496101457679,0.9163784801339132,0.6887289228918153,0.2105481727574751,8.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0013,Vaasan yliopisto,2016,FI,public,uas,FI19,21549642.66,32610309.7,24101763.54,33261483.36,283.29,462.74,4967.0,1026.0,384.0,27.0,17.533269794203818,0.6122012361153132,46569.656091973884,0.6608229991756257,0.9804225911108012,0.724614812849405,0.20656331789812765,14.222222222222221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0014,Lappeenrannan teknillinen yliopisto,2016,FI,public,uas,FI1C,40717384.2,58569936.82,37691375.79,58670773.47,531.16,850.79,4392.0,946.0,437.0,49.0,8.268694931847278,0.624313872988634,47858.32485102082,0.6951925580035141,0.9982813137779484,0.6424216617712165,0.21539162112932608,8.918367346938776,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0015,Tampereen teknillinen yliopisto,2016,FI,public,uas,FI19,72806907.82,110105972.79,64903573.43,103050985.84,1036.66,1634.78,6763.0,1626.0,1048.0,87.0,6.523836166148977,0.6341281395661802,44536.2114902311,0.6612439450388511,1.0684611301143083,0.6298200148300492,0.24042584651781754,12.045977011494253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0021,Lapin yliopisto,2016,FI,public,uas,FI1D,27669134.33,40324690.42,29789984.63,40311043.9,305.3,544.92,4020.0,892.0,343.0,33.0,13.167376351130034,0.5602657270792043,50776.50724877046,0.6861586299067239,1.00033853055341,0.7390030559342573,0.2218905472636816,10.393939393939394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0024,Maanpuolustuskorkeakoulu,2016,FI,public,uas,FI1B,,,,,,,824.0,241.0,88.0,,,,,,,,0.2924757281553398,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
FI0025,Aalto-yliopisto,2016,FI,public,uas,FI1B,184575251.85,284177960.18,192341715.25,294627326.39,2489.22,4065.78,14707.0,3968.0,2858.0,267.0,5.908276488217193,0.6122367663769313,45397.25510234198,0.6495058650329143,0.9645336149296344,0.6528305354656618,0.269803494934385,10.704119850187267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0026,Itä-Suomen yliopisto,2016,FI,public,uas,FI1D,114001397.66,178163255.85,117523262.68,183722824.43,1433.31,2281.86,13894.0,2814.0,1638.0,189.0,9.693646175635418,0.6281323131129867,49959.85628390874,0.6398704217438671,0.9697393690890146,0.6396769864855708,0.20253346768389235,8.666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0027,Taideyliopisto,2016,FI,public,uas,FI1B,34395228.11,57560599.56,57670886.49,62059279.13,427.11,740.12,1779.0,448.0,205.0,22.0,4.1652033434009965,0.5770820947954386,46472.50190509646,0.5975481209876403,0.9275099609104982,0.9292870832288058,0.2518268690275436,9.318181818181818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0028,Lapin ammattikorkeakoulu,2016,FI,private government dependent,other,FI1D,22477225.16,30873749.3,27407054.99,33805674.4,282.64,423.59,5827.0,1023.0,,,20.61633172940844,0.667248990769376,53063.635024434014,0.7280367843111301,0.9132712140184372,0.8107235094827748,0.17556203878496654,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0031,Högskolan på Åland,2016,FI,public,other,FI20,,,,,,,563.0,77.0,,,,,,,,,0.13676731793960922,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0056,HAAGA-HELIA ammattikorkeakoulu,2016,FI,private government dependent,other,FI1B,32694913.45,47448391.35,41172562.22,47062452.54,380.48,579.15,10413.0,2001.0,,,27.3680613961312,0.6569627902961237,56453.27367694034,0.6890626324679393,1.0082005673136558,0.8748494818668029,0.19216364160184385,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0065,Metropolia ammattikorkeakoulu,2016,FI,private government dependent,other,FI1B,54455010.53,76587832.44,68555028.42,79556852.94,637.33,977.91,16597.0,2968.0,,,26.041454191706023,0.6517266415109776,55685.094262253166,0.7110138620604106,0.9626805185187608,0.8617111648659943,0.17882749894559258,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FI0066,Yrkeshögskolan Novia,2016,FI,private government dependent,other,FI19,13867506.57,22176335.67,17327262.16,22806467.95,164.95,260.59,4057.0,674.0,,,24.595331918763264,0.6329866840630877,53215.804789132366,0.6253290343525901,0.972370457302662,0.7597521105849273,0.1661326103031797,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0466,Tampereen ammattikorkeakoulu,2016,FI,private government dependent,other,FI19,38480814.86,49351241.96,46956013.04,53157074.91,445.14,740.82,9592.0,1784.0,,,21.548276946578607,0.6008747064064145,51943.54210199508,0.7797334642801763,0.9284040185348116,0.8833445617446222,0.1859883236030025,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0467,Hämeen ammattikorkeakoulu,2016,FI,private government dependent,other,FI1C,26949147.5,38413300.97,31420996.66,41843404.8,274.97,536.76,6669.0,1223.0,,,24.25355493326545,0.5122773679111707,50207.07113048663,0.7015577109878355,0.9180252217429496,0.7509187364217551,0.1833858149647624,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0469,Karelia-ammattikorkeakoulu,2016,FI,private government dependent,other,FI1D,13934639.12,20851824.93,18779239.13,21592656.37,167.38,255.42,3747.0,691.0,,,22.386187119130124,0.6553128181035158,54555.787017461436,0.6682695239759046,0.9656905835342572,0.8697049037510338,0.18441419802508674,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0470,Lahden ammattikorkeakoulu,2016,FI,private government dependent,other,FI1C,20063737.18,31200351.25,26413513.18,31893527.98,212.39,371.49,5030.0,973.0,,,23.68284759169452,0.5717246763035344,54008.82171794665,0.6430612597670675,0.9782659124310524,0.8281778421177975,0.19343936381709745,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FI0471,Oulun ammattikorkeakoulu,2016,FI,private government dependent,other,FI1D,31767884.64,44904914.99,39839382.56,45924231.04,377.64,562.05,7935.0,1400.0,,,21.012074992055926,0.6718975180144116,56521.45652522018,0.7074478294207767,0.977804395916566,0.8675024416914004,0.17643352236925014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FI0472,Seinäjoen ammattikorkeakoulu,2016,FI,private government dependent,other,FI19,16812145.6,25017851.71,22710617.85,26164103.06,200.52,306.33,4825.0,884.0,,,24.062437662078594,0.6545881892077172,54882.46531518298,0.6720059657752284,0.9561899237527312,0.8680067418294294,0.1832124352331606,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0473,Kajaanin ammattikorkeakoulu,2016,FI,private government dependent,other,FI1D,9408663.24,13252825.0,10549641.84,13329001.31,126.76,186.3,2302.0,338.0,,,18.16030293467971,0.6804079441760601,50502.75491143316,0.7099364278936755,0.9942849199104776,0.7914802913317441,0.14682884448305822,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0504,Jyväskylän ammattikorkeakoulu,2016,FI,private government dependent,other,FI19,30763758.32,43305240.22,33849295.48,44141842.9,385.45,582.21,7297.0,1300.0,,,18.93111947074848,0.6620463406674567,52839.625427251325,0.7103934342290551,0.9810474002661088,0.7668301379415221,0.17815540633136906,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI0506,Mikkelin ammattikorkeakoulu,2016,FI,private government dependent,other,FI1D,34000619.56,57396297.29,46734748.07,59024162.74,458.93,610.09,4611.0,893.0,,,10.047283899505373,0.7522332770574833,55730.49805766362,0.5923835014688977,0.9724203550811772,0.7917901059582231,0.19366731728475384,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
FI0507,Satakunnan ammattikorkeakoulu,2016,FI,private government dependent,other,FI19,18359677.54,25862916.8,22995712.69,25755026.79,222.13,341.55,5853.0,1036.0,,,26.349435015531448,0.6503586590543112,53753.99660371834,0.7098842594583145,1.0041890855280295,0.8928630856221292,0.17700324619853067,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
